nome_datacenter;operadora;endereco;cep;cidade;estado;pais;latitude;longitude;status;stage;tipo_listagem;tipo_capacidade;tags;link_datacenter;mw_construido;mw_referenciado;whitespace_construido_m;whitespace_referenciado_m;ano_operacional;tipo_construcao;tipo_ocupacao;carga_piso_max_kg_m;redundancia_refrigeracao;cctv;controle_acesso_cartao;biometria;tier_projetado;tier_certificado;pci_dss;iso9001;iso14001;iso22301;iso27001;iso45001;iso50001;soc1;soc2;soc3;colo_suites;colo_cages;colo_cabinets;colo_partial_cabinets;colo_shared_rackspace;colo_footprints;colo_remote_hands;colo_build_to_suit;cloud_gpu;cloud_managed;cloud_baremetal;cloud_public_cloud;qtd_ixps;qtd_clouds;qtd_redes_presentes;qtd_provedores_rede;qtd_provedores_servico;codigo_site;peeringdb_id;cache_overview_status;cache_specs_status
ODATA SP04;ODATA, an Aligned Data Centers Company;R. Herman, 02 - Industrial Anhangüera;06276-030;Osasco;;Brazil;-23.48330711230518;-46.77617843757606;1;2;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/sao-paulo/odata-sp04/;48;48;27422;27422;2025;Purpose-built;;;;;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;0;0;0;0;0;0;0;1;0;SP-04;;ok;ok
Parks Data Center Cachoeirinha;Parks S/A Comunicações Digitais;Av. Cruzeiro, 530 - Distrito Industrial;94930-615;Cachoeirinha;;Brazil;-29.93029341315945;-51.10729266012558;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/parks-data-center-cachoeirinha/;5;5;;;2026;Purpose-built;Sole-tenant;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Piauí Link Data Center;ETIPI - PI;Av. Pedro Freitas, 1570;64019-368;Teresina;;Brazil;-5.106522106753856;-42.81234212673621;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/teresina/piau-link-data-center/;;;;;;;;;;1;1;;3;;;;;;;;;;;;0;0;1;1;1;0;0;;0;0;0;0;0;0;0;0;0;;;ok;ok
PIX G8 Aracaju;Megatelecom;Rua Pacatuba, 254;49010-150;Aracaju;;Brazil;-10.9162733;-37.0493841;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/aracaju/pix-g8-aracaju/;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;0;0;0;0;0;1;0;0;;5422;ok;ok
PIX G8 Brasilia;Megatelecom;Setor Comercial Norte Q 6 Id;70655-775;Brasília;;Brazil;-15.7866473;-47.8905467;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/pix-g8-brasilia/;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;0;0;0;0;0;16;1;0;;11663;ok;ok
PIX G8 Goiania;Megatelecom;Avenida T-63, 3182;74250-320;Goiânia;;Brazil;-16.714315;-49.26494839999999;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/goiania/pix-g8-goiania/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;15;0;0;;2223;bloqueado;ok
PIX G8 Manaus;Megatelecom;Corporate Trade, Rodovia Alvaro Maia, 2357;69025-310;Manaus;;Brazil;-3.1153562;-60.01181150000001;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/manaus/pix-g8-manaus/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;0;0;;12214;bloqueado;ok
PIX G8 Sao Paulo;Megatelecom;Rua Florida, 1738;04565-001;Sao Paulo;;Brazil;-23.6070262;-46.6944171;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/pix-g8-sao-paulo/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;19;0;0;;1099;bloqueado;ok
ProveNET IDC;ProveNET Internet Services LTDA;Rua Isaías Domingos da Silveira, 215;60177-180;Fortaleza;;Brazil;-3.7356148;-38.466709;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/provenet-idc/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;13;0;0;;6563;bloqueado;ok
QNAX Data Center;QNAX Data Center;Av. Nossa Senhora do Ó, 865 - Limão;02715-000;São Paulo;São Paulo;Brazil;-23.5042049;-46.6803806;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/qnax-data-center/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;SP1;5873;bloqueado;ok
Quântico Data Center;Quântico Data Center;R. Eng. Homero Carlos Simon, 1100 - Guajuviras;92442000;Canoas;Rio Grande do Sul (RS);Brazil;-29.9040072;-51.1283808;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/quantico-canoas/;50;50;73000;73000;2021;Purpose-built;Sole-tenant;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Ascenty - Hortolandia HTL1;Ascenty Data Centers;R. Papa João Paulo II 4;13185-252;Hortolândia;;Brazil;-22.8963861;-47.1784993;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/r-papa-joao-paulo-ii-4/;10;10;3995;3995;2015;Retrofitted;;1564;N+1;1;1;1;3;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;0;1;1;;0;0;0;0;0;0;11;0;0;HTL01;7586;ok;ok
Ascenty - Paulinia PLN1;Ascenty Data Centers;R. Sebastião Cardoso 350;13140-000;Paulínia;;Brazil;-22.7970795;-47.1352301;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/r-sebastião-cardoso/;13;13;;;2019;Purpose-built;;1526;N+2;1;1;1;3;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;0;1;1;;0;0;0;0;0;0;2;0;0;PLN01;7591;ok;ok
R4 Data Center;R4 Data Center;Avenida Duque de Caxias, 882 - Novo Centro;87020-025;Maringá;Paraná;Brazil;-23.417585;-51.9393961;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/maringa/r4-data-center/;;;;;1995;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
R4C Datacenter;R4C;Av. Das Americas 500;22640100;Barra da Tijuca;RJ;Brazil;-23.00337473995276;-43.31882357597351;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/r4c-networks/;;;;;;;;;;1;;;2;;;;;;;;;;;;0;0;1;1;1;0;0;;;0;1;1;0;0;0;0;0;;;ok;ok
Atlantic Data Center Recife 1;Atlantic Data Centers;R. Min. Mario Andreaza, 815 - Várzea;50950-050;Recife;;Brazil;-8.0658641;-34.9880118;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/recife/recife1/;6;6;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
RGK4IT Data Center;RGK4IT;Av. José Alves Nendo, 467 - Jardim São Silvestre;87055-000;Maringá;;Brazil;-23.4554895;-51.9151828;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/maringa/rgk4it-data-center/;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;8205;bloqueado;ok
Rio AI City;Elea Data Centers;R. Vargem Grande, 100 / Est. Arroio Pavuna, 1786;22775-020;Rio de Janeiro;;Brazil;-22.9663990193939;-43.37684022647017;1;2;Campus;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/rio-ai-city/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
RiverHook Village 18 Campus;RiverHook Village 18;Av. Estrutural;12400-000;Pindamonhangaba;;Brazil;-22.912227;-45.413716;1;0;Campus;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-campus/;300;300;;;2029;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
RiverHook Village 18 DC1;RiverHook Village 18;Av. Estrutural;12400-000;Pindamonhangaba;;Brazil;-22.913869;-45.413605;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-dc1/;150;150;;;2029;Purpose-built;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;ok;ok
RiverHook Village 18 DC2;RiverHook Village 18;Av. Estrutural;12400-000;Pindamonhangaba;;Brazil;-22.911549;-45.415284;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-dc2/;150;150;;;2031;Purpose-built;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;ok;ok
Ascenty - Sumare SUM1;Ascenty Data Centers;Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza);13177-435;Sumaré;;Brazil;-22.8132231;-47.2126154;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-1/;14;14;;;2017;;;1564;N+1;1;1;1;3;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;0;1;1;;0;0;0;0;0;0;1;0;0;SUM01;7584;ok;ok
Ascenty - Sumare SUM2;Ascenty Data Centers;Rodovia Anhanguera s/n, Parque das Industrias (Nova Veneza);13177-435;Sumaré;;Brazil;-22.8138615;-47.2133634;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-2/;20;20;;;2019;;;1564;N+1;1;1;1;3;0;1;1;1;1;1;1;1;2;2;2;1;1;1;1;0;1;1;;0;0;0;0;0;0;1;0;0;SUM02;7585;ok;ok
Insidesign Ribeirao Data Center;Insidesign Tecnologia Ltda EPP;Av. Saudade, 1210 - Campos Elísios;14085-010;Ribeirao Preto;Sao Paulo;Brazil;-21.1622069;-47.8011541;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/rpodc/;;;;;;Retrofitted;Multi-tenant (mixed use);;N+1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;5718;bloqueado;ok
RT-One Uberlândia;RT-One;BR-497 highway;38438-899;Uberlândia;;Brazil;-18.94893942693562;-48.33580789389012;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/uberlandia/rt-one-uberlndia/;400;400;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;0;0;;1;0;0;0;0;0;0;0;0;;;ok;ok
Ascenty - Hortolandia HTL2;Ascenty Data Centers;Rua Papa João Paulo II, 4;13185-252;Hortolândia;;Brazil;-22.8949687;-47.1794405;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-2/;7;7;2991;2991;2019;Retrofitted;;1564;N+1;1;1;1;3;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;0;1;1;;0;0;0;0;0;0;2;0;0;HTL02;7587;ok;ok
Ascenty - Hortolandia HTL3;Ascenty Data Centers;Rua Papa João Paulo II, 4;13185-252;Hortolândia;;Brazil;-22.8942092;-47.1797024;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-3/;3;3;1997;1997;2019;Retrofitted;;1564;N+1;1;1;1;3;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;0;1;1;;0;0;0;0;0;0;1;0;0;HTL03;7588;ok;ok
Ascenty - Fortaleza FTZ1;Ascenty Data Centers;Rua Quatorze, 1161;61921-430;Fortaleza;Ceará;Brazil;-3.8308368;-38.6112238;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/fortaleza/rua-quatorze-1161/;10;10;8993;8993;2015;;Multi-tenant (data centers only);1564;N+2;1;1;1;3;;2;1;1;1;1;1;1;2;2;2;;;;;;;;;;;;;0;1;56;0;1;FTZ01;5140;bloqueado;ok
Scala AI City;Scala Data Centers;Rodovia Osvaldo Aranha;92990-000;Eldorado do Sul;;Brazil;-30.07425077314578;-51.49400150419427;1;0;Campus;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/scala-ai-city/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers Campinas Campus;Scala Data Centers;R. Guido de Camargo Penteado Sobrinho 3685;13082;Campinas;;Brazil;-22.8201867012489;-47.10015515397768;1;2;Campus;Colocation;;https://www.datacentermap.com/brazil/campinas/scala-data-centers-campinas-campus/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers Fortaleza Campus;Scala Data Centers;Av. Dr. Aldy Mentor, 2093 / Av. Dr. Aldy Mentor, 1787;60191-095;Fortaleza;;Brazil;-3.752318753859797;-38.45882068979125;1;1;Campus;Colocation;;https://www.datacentermap.com/brazil/fortaleza/scala-data-centers-fortaleza-campus/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers SFORPF02;Scala Data Centers;Av. Dr. Aldy Mentor, 1787-1571;60191-095;Fortaleza;;Brazil;-3.7518085;-38.4591565;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/fortaleza/scala-data-centers-sforpf02/;13.5;13.5;;;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers SGIGSM02;Scala Data Centers;Rod. Pres. Dutra;25565;Sao Joao de Meriti;;Brazil;-22.7984409;-43.356411;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/scala-data-centers-sgigsm02/;;;;;;Undefined;;;;;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;0;0;0;0;0;0;0;0;0;SGIGSM02;;ok;ok
Scala Data Centers SGIGSM03;Scala Data Centers;Rod. Pres. Dutra;25565;Sao Joao de Meriti;;Brazil;-22.7984409;-43.356411;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/scala-data-centers-sgigsm03/;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;0;0;0;0;0;0;0;0;0;SGIGSM03;;ok;ok
Scala Data Centers SGRUTB06;Scala Data Centers;Av. Ceci;06460-120;Barueri;;Brazil;-23.4975054;-46.8160222;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb06/;20;20;;;2025;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGRUTB06;;ok;ok
Scala Data Centers SGRUTB07;Scala Data Centers;Av. Ceci;06460-120;Barueri;;Brazil;-23.49721291473621;-46.81547629620411;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb07/;36;36;;;;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGRUTB07;;ok;ok
Scala Data Centers SGRUTB08;Scala Data Centers;Av. Ceci, 1649;06460-120;Barueri;;Brazil;-23.495578;-46.8138807;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb08/;24;24;;;2024;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGRUTB08;14820;ok;ok
Scala Data Centers SGRUTB09;Scala Data Centers;Av. Ceci 1649;06460-120;Barueri;;Brazil;-23.4962698;-46.8142701;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb09/;36;36;;;2026;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGRUTB09;;ok;ok
Scala Data Centers SGRUTB10;Scala Data Centers;Av. Ceci, 1649;06460-120;Barueri;;Brazil;-23.4967485;-46.8149282;1;1;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb10/;36;36;;;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers SGRUTB11;Scala Data Centers;Rua Joao Ferreira de Camargo;06460-120;Barueri;;Brazil;-23.49920362623058;-46.81642579232681;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb11/;36;36;;;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers SGRUTB12;Scala Data Centers;Av. Ceci;06460-120;Barueri;;Brazil;-23.4950428;-46.8132396;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb12/;6;6;;;2024;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGRUTB12;14821;ok;ok
Scala Data Centers SGRUTB14;Scala Data Centers;Rua Joao Ferreira de Camargo;06460-120;Barueri;;Brazil;-23.50009549391656;-46.81752119326649;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb14/;27;27;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;ok;ok
Scala Data Centers SGRUTB15;Scala Data Centers;Rua Joao Ferreira de Camargo;06460-120;Barueri;;Brazil;-23.50009549391656;-46.81752119326649;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb15/;54;54;;;2027;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers SVCPCP02;Scala Data Centers;CP1 - R. Guido de Camargo Penteado Sobrinho, 3685;13082-800;Campinas;;Brazil;-22.820548;-47.1001389;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp02/;24;24;;;2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers SVCPCP03;Scala Data Centers;CP1 - R. Guido de Camargo Penteado Sobrinho, 3685;13082-800;Campinas;;Brazil;-22.820548;-47.1001389;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp03/;18;18;;;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers SVCPJD01;Scala Data Centers;Rod. Vice Pref. Hermenegildo Tonoli, 1290-1470;13082-800;Jundiaí;;Brazil;-23.1735048799678;-46.97770403686705;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-svcpjd01/;36;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok
Scala Data Centers SVCPJD02;Scala Data Centers;Rod. Vice Pref. Hermenegildo Tonoli;13212-365;Jundiaí;;Brazil;-23.1702808;-46.9961363;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-svcpjd02/;24;24;;;2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;SVCPJD02;;bloqueado;ok
Scala Data Centers Tambore Campus;Scala Data Centers;Av. Ceci 1850 / Av. Ceci 1600;06460;Barueri;;Brazil;-23.49624778841145;-46.8136107224617;1;2;Campus;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-tambore-campus/;600;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok
Scala Data Centers SFORPF01;Scala Data Centers;Av. Dr. Aldy Mentor, 2093-1919;60191-095;Fortaleza;;Brazil;-3.7529783;-38.4584431;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/scala-sforpf01/;7.2;7.2;;;;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;SFORPF01;;bloqueado;ok
Scala Data Centers SGIGSM01;Scala Data Centers;Rod. Pres. Dutra 4300;25565;Sao Joao de Meriti;Rio de Janeiro;Brazil;-22.796438;-43.356317;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/rio-de-janeiro/scala-sgigsm01/;13.2;13.2;;;2023;Purpose-built;;;;;;;;;1;1;1;;1;1;;;;;0;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGIGSM01;13398;ok;ok
Scala Data Centers SGRUSP02;Scala Data Centers;Alameda Glete 700;01215;Sao Paulo;SP;Brazil;-23.5354933;-46.6478307;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-sgrusp02/;4;4;;;2010;Purpose-built;;307;;;;;;;1;1;1;;1;1;;;;;0;1;1;0;0;0;1;;0;0;0;0;0;0;8;0;1;SGRUSP02;8677;ok;ok
Scala Data Centers SGRUTB01;Scala Data Centers;Av. Ceci 1850;06460;Tamboré;;Brazil;-23.4949636;-46.8111973;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb01/;21;21;;;2000;;Sole-tenant;;;;;;;;1;1;1;;1;1;;;;;0;1;1;0;0;0;1;;0;0;0;0;0;0;19;0;0;SGRUTB01;5226;ok;ok
Scala Data Centers SGRUTB03;Scala Data Centers;Av. Ceci 1750;04065;Tamboré;;Brazil;-23.4968936;-46.8132542;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb03/;9;9;;;2021;Retrofitted;Sole-tenant;;;;;;;;1;1;1;;1;1;;;;;0;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGRUTB03;12037;ok;ok
Scala Data Centers SGRUTB04;Scala Data Centers;Av. Ceci 1650;06460;Tamboré;Sao Paulo;Brazil;-23.4980647;-46.815057;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb04/;12;12;;;2022;Purpose-built;Sole-tenant;;;;;;;;1;1;1;;1;1;;;;;0;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGRUTB04;12267;ok;ok
Scala Data Centers SGRUTB05;Scala Data Centers;Av. Ceci 1600;06460;Tamboré;Sao Paulo;Brazil;-23.4975162;-46.814508;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb05/;6;6;;;2023;Purpose-built;Sole-tenant;;;;;;;;1;1;1;;1;1;;;;;0;1;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;SGRUTB05;13397;ok;ok
