site_id,tipo,pareado_com,ids_datacenter,n_predios_no_campus,municipio,uf,codigo_ibge,lat,lon,buffer_km,ano,ano_inicio_obra,ano_fim_obra,ano_relativo_ao_inicio_obra,fase,l1_rf,qualidade_par,dist_tratamento_controle_km,municipio_compartilhado_com_par,sensor,resolucao_m,pixels_validos,modelo_versao,area_ha_vegetacao_densa,area_ha_vegetacao_rala,area_ha_solo_exposto_obras,area_ha_construida_urbana,area_ha_agua,prop_vegetacao_densa,prop_vegetacao_rala,prop_solo_exposto_obras,prop_construida_urbana,prop_agua,lst_media_celsius,lst_mediana_celsius,lst_desvio_celsius,lst_n_cenas,populacao,populacao_tipo_estimativa,emprego_formal_total,pessoal_ocupado_total,numero_empresas,pib_mil_reais,regiao,bioma,tier,mw_construido_total,whitespace_construido_sqm_total,tier_projetado_max,n_predios_datacentermap
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,2507507,-7.117382,-34.856902,5,2018,2017,2017,1,pos,0.655163,ruim,16,False,landsat,30,111534,rf_v1.0-tuned,1895.31,2013.93,111.51,4163.58,1853.73,0.188812,0.200629,0.011109,0.414779,0.18467,29.7931,30.444,2.7922,46,800323.0,estimativa_intercensitaria,260937.0,288866.0,18545.0,19810216.0,Nordeste,Mata Atlântica,2.0,,,,
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,2507507,-7.117382,-34.856902,5,2019,2017,2017,2,pos,0.655163,ruim,16,False,landsat,30,105640,rf_v1.0-tuned,1553.76,2202.75,99.45,3888.63,1763.01,0.163423,0.231683,0.01046,0.409002,0.185432,29.9221,30.1589,2.3199,44,809015.0,estimativa_intercensitaria,267971.0,296943.0,20316.0,20846014.0,Nordeste,Mata Atlântica,2.0,,,,
hostdime-joao-pessoa,tratamento,hostdime-joao-pessoa,,0,João Pessoa,PB,2507507,-7.117382,-34.856902,5,2020,2017,2017,3,pos,0.655163,ruim,16,False,landsat,30,107507,rf_v1.0-tuned,1594.17,2246.67,119.43,3899.43,1815.93,0.164761,0.232199,0.012343,0.403016,0.187681,30.4548,30.4101,2.2956,44,817511.0,estimativa_intercensitaria,262019.0,292533.0,21584.0,20728227.0,Nordeste,Mata Atlântica,2.0,,,,
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,3304557,-22.872066,-43.48887,5,2019,2022,2023,-3,pre,0.862406,ruim,16,False,s2,10,1004004,rf_v1.0-tuned,2368.48,3065.85,664.4,3923.53,17.78,0.235903,0.305362,0.066175,0.390788,0.001771,32.0025,31.6793,4.7429,45,6718903.0,estimativa_intercensitaria,2189270.0,2491779.0,208534.0,354932611.0,,,,,,,
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,3304557,-22.872066,-43.48887,5,2020,2022,2023,-2,pre,0.862406,ruim,16,False,s2,10,1004004,rf_v1.0-tuned,2145.85,3085.32,631.89,4157.25,19.73,0.213729,0.307302,0.062937,0.414067,0.001965,31.5761,31.9482,3.592,45,6747815.0,estimativa_intercensitaria,2031212.0,2341926.0,212940.0,331471515.0,,,,,,,
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,3304557,-22.872066,-43.48887,5,2021,2022,2023,-1,pre,0.862406,ruim,16,False,s2,10,1004004,rf_v1.0-tuned,1974.55,3365.45,623.69,4066.58,9.77,0.196668,0.335203,0.06212,0.405036,0.000973,31.2014,31.8648,4.2745,45,6775561.0,estimativa_intercensitaria,2077038.0,2396117.0,223433.0,359632648.0,,,,,,,
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,3304557,-22.872066,-43.48887,5,2022,2022,2023,0,durante,0.862406,ruim,16,False,s2,10,1004004,rf_v1.0-tuned,2774.28,2881.52,475.79,3891.11,17.34,0.276322,0.287003,0.047389,0.387559,0.001727,29.5666,28.8239,3.9069,43,6211223.0,censo,2237066.0,2746816.0,365486.0,380381515.0,,,,,,,
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,3304557,-22.872066,-43.48887,5,2023,2022,2023,1,durante,0.862406,ruim,16,False,s2,10,1004004,rf_v1.0-tuned,2472.33,2744.93,575.33,4223.25,24.2,0.246247,0.273398,0.057304,0.420641,0.00241,30.4342,31.3782,3.8314,46,,,2367980.0,2900940.0,385312.0,418462360.0,,,,,,,
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,3304557,-22.872066,-43.48887,5,2024,2022,2023,2,pos,0.862406,ruim,16,False,s2,10,1004004,rf_v1.0-tuned,2010.82,3164.46,459.18,4397.59,7.99,0.20028,0.315184,0.045735,0.438005,0.000796,30.2132,31.1774,3.2745,45,6729894.0,estimativa_intercensitaria,2451749.0,2997653.0,402837.0,,,,,,,,
ctrl-scala-sgigsm01-p01,controle,scala-sgigsm01,dc_c81b687e80,1,Rio de Janeiro,RJ,3304557,-22.872066,-43.48887,5,2025,2022,2023,3,pos,0.862406,ruim,16,False,s2,10,1004004,rf_v1.0-tuned,2539.25,3057.91,514.4,3917.57,10.91,0.252912,0.304571,0.051235,0.390195,0.001087,27.9722,28.5946,4.5218,45,6730729.0,estimativa_intercensitaria,,,,,,,,,,,
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,3305109,-22.799883,-43.353842,5,2019,2022,2023,-3,pre,0.862406,ruim,16,False,s2,10,1007010,rf_v1.0-tuned,268.0,770.29,1277.49,7683.15,71.17,0.026613,0.076493,0.12686,0.762967,0.007067,34.9697,35.3754,5.2341,44,472406.0,estimativa_intercensitaria,54378.0,61437.0,5069.0,9746519.0,Sudeste,Mata Atlântica,1.0,13.2,1467.0,,2.0
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,3305109,-22.799883,-43.353842,5,2020,2022,2023,-2,pre,0.862406,ruim,16,False,s2,10,1007010,rf_v1.0-tuned,294.73,763.09,1209.52,7725.58,77.18,0.029268,0.075778,0.12011,0.76718,0.007664,34.386,34.8006,4.4271,45,472906.0,estimativa_intercensitaria,50672.0,57378.0,4909.0,9112402.0,Sudeste,Mata Atlântica,1.0,13.2,1467.0,,2.0
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,3305109,-22.799883,-43.353842,5,2021,2022,2023,-1,pre,0.862406,ruim,16,False,s2,10,1007010,rf_v1.0-tuned,258.33,755.41,1209.99,7776.49,69.88,0.025653,0.075015,0.120157,0.772236,0.006939,33.8281,34.8929,5.0424,44,473385.0,estimativa_intercensitaria,51990.0,58691.0,5077.0,8963716.0,Sudeste,Mata Atlântica,1.0,13.2,1467.0,,2.0
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,3305109,-22.799883,-43.353842,5,2022,2022,2023,0,durante,0.862406,ruim,16,False,s2,10,1007010,rf_v1.0-tuned,381.65,733.08,1043.34,7829.19,82.84,0.037899,0.072798,0.103608,0.777469,0.008226,32.5714,32.0342,4.8142,42,440962.0,censo,54023.0,65538.0,8888.0,10615039.0,Sudeste,Mata Atlântica,1.0,13.2,1467.0,,2.0
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,3305109,-22.799883,-43.353842,5,2023,2022,2023,1,durante,0.862406,ruim,16,False,s2,10,1007010,rf_v1.0-tuned,363.11,614.25,1245.58,7765.06,82.1,0.036058,0.060997,0.123691,0.771101,0.008153,33.2728,34.2104,4.8211,44,,,62684.0,74324.0,9182.0,11534047.0,Sudeste,Mata Atlântica,1.0,13.2,1467.0,,2.0
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,3305109,-22.799883,-43.353842,5,2024,2022,2023,2,pos,0.862406,ruim,16,False,s2,10,1007010,rf_v1.0-tuned,293.5,720.6,1050.12,7938.75,67.13,0.029146,0.071558,0.104281,0.788349,0.006666,32.5036,33.5152,4.3081,45,466536.0,estimativa_intercensitaria,60793.0,72323.0,9209.0,,Sudeste,Mata Atlântica,1.0,13.2,1467.0,,2.0
scala-sgigsm01,tratamento,scala-sgigsm01,dc_c81b687e80,1,São João de Meriti,RJ,3305109,-22.799883,-43.353842,5,2025,2022,2023,3,pos,0.862406,ruim,16,False,s2,10,1007010,rf_v1.0-tuned,356.22,790.22,1158.93,7690.37,74.36,0.035374,0.078472,0.115086,0.763684,0.007384,29.8121,30.1888,5.3852,44,466503.0,estimativa_intercensitaria,,,,,Sudeste,Mata Atlântica,1.0,13.2,1467.0,,2.0
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,4320008,-29.828483,-51.144592,5,2020,2023,2023,-3,pre,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,2808.46,2348.86,1428.99,3104.44,349.29,0.279726,0.233949,0.142329,0.309206,0.03479,27.3368,28.2698,7.2692,46,141808.0,estimativa_intercensitaria,20069.0,24009.0,2998.0,3492827.0,,,,,,,
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,4320008,-29.828483,-51.144592,5,2021,2023,2023,-2,pre,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,2824.49,2293.75,1215.79,3424.82,281.19,0.281323,0.22846,0.121094,0.341116,0.028007,27.3015,27.945,6.5566,46,142508.0,estimativa_intercensitaria,21181.0,25180.0,3093.0,4204086.0,,,,,,,
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,4320008,-29.828483,-51.144592,5,2022,2023,2023,-1,pre,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,3138.16,2032.83,1152.49,3383.98,332.58,0.312564,0.202472,0.114789,0.337048,0.033125,25.7464,25.9626,7.6591,45,132107.0,censo,22193.0,28101.0,4854.0,4378885.0,,,,,,,
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,4320008,-29.828483,-51.144592,5,2023,2023,2023,0,durante,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,3032.25,2139.61,1169.57,3383.74,314.87,0.302016,0.213108,0.116491,0.337025,0.031361,26.1875,25.2977,6.3229,45,,,21808.0,27862.0,4988.0,4729408.0,,,,,,,
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,4320008,-29.828483,-51.144592,5,2024,2023,2023,1,pos,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,2893.84,2118.72,903.22,3668.76,455.5,0.28823,0.211027,0.089962,0.365413,0.045368,25.0638,27.3222,7.0479,45,136542.0,estimativa_intercensitaria,22312.0,28481.0,5152.0,,,,,,,,
ctrl-scala-spoapa01-p01,controle,scala-spoapa01,dc_708ead2d07,1,Sapucaia do Sul,RS,4320008,-29.828483,-51.144592,5,2025,2023,2023,2,pos,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,3011.89,1970.53,1270.0,3300.31,487.31,0.299988,0.196267,0.126494,0.328715,0.048537,23.2679,24.3596,7.5075,45,136572.0,estimativa_intercensitaria,,,,,,,,,,,
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,4314902,-30.002768,-51.198149,5,2020,2023,2023,-3,pre,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,1183.19,1375.03,1874.14,3403.65,2204.03,0.117847,0.136955,0.186667,0.339008,0.219524,25.075,24.8511,6.4438,46,1488252.0,estimativa_intercensitaria,637650.0,753720.0,87459.0,75976656.0,Sul,Mata Atlântica,1.0,8.4,0.0,,1.0
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,4314902,-30.002768,-51.198149,5,2021,2023,2023,-2,pre,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,1166.22,1477.17,1607.7,3643.86,2145.09,0.116157,0.147128,0.160129,0.362933,0.213654,24.8342,25.7383,5.9452,46,1492530.0,estimativa_intercensitaria,644623.0,764557.0,90258.0,81563063.0,Sul,Mata Atlântica,1.0,8.4,0.0,,1.0
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,4314902,-30.002768,-51.198149,5,2022,2023,2023,-1,pre,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,1536.2,1179.99,1548.31,3622.1,2153.44,0.153007,0.117528,0.154214,0.360765,0.214485,23.9578,22.7977,6.9962,45,1332845.0,censo,660355.0,843244.0,136102.0,90214952.0,Sul,Mata Atlântica,1.0,8.4,0.0,,1.0
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,4314902,-30.002768,-51.198149,5,2023,2023,2023,0,durante,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,1409.91,1293.34,1576.82,3610.62,2149.35,0.140429,0.128818,0.157053,0.359622,0.214078,24.0625,23.4292,5.7122,46,,,683450.0,874230.0,141750.0,104743272.0,Sul,Mata Atlântica,1.0,8.4,0.0,,1.0
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,4314902,-30.002768,-51.198149,5,2024,2023,2023,1,pos,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,881.96,939.91,1407.95,3991.2,2819.02,0.087844,0.093616,0.140234,0.397528,0.280778,23.8403,25.8359,6.2211,44,1389322.0,estimativa_intercensitaria,699207.0,892726.0,146301.0,,Sul,Mata Atlântica,1.0,8.4,0.0,,1.0
scala-spoapa01,tratamento,scala-spoapa01,dc_708ead2d07,1,Porto Alegre,RS,4314902,-30.002768,-51.198149,5,2025,2023,2023,2,pos,0.489003,ruim,20,False,s2,10,1004004,rf_v1.0-tuned,1184.74,1160.26,1704.7,3540.47,2449.87,0.118002,0.115563,0.16979,0.352635,0.24401,22.1284,23.5248,6.6271,46,1388794.0,estimativa_intercensitaria,,,,,Sul,Mata Atlântica,1.0,8.4,0.0,,1.0
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,3539103,-23.404447,-46.982529,5,2018,2021,2023,-3,pre,1.06251,ruim,20,False,landsat,30,112225,rf_v1.0-tuned,4513.32,4270.32,85.77,895.77,335.07,0.446852,0.422793,0.008492,0.088688,0.033174,24.72,24.9279,3.3226,45,18604.0,estimativa_intercensitaria,2194.0,2700.0,379.0,448449.0,,,,,,,
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,3539103,-23.404447,-46.982529,5,2019,2021,2023,-2,pre,1.06251,ruim,20,False,landsat,30,112225,rf_v1.0-tuned,5464.98,3547.44,46.35,659.88,381.6,0.541074,0.351223,0.004589,0.065333,0.037781,24.8619,24.6993,3.9166,45,18895.0,estimativa_intercensitaria,2483.0,3016.0,432.0,525826.0,,,,,,,
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,3539103,-23.404447,-46.982529,5,2020,2021,2023,-1,pre,1.06251,ruim,20,False,landsat,30,112218,rf_v1.0-tuned,5056.38,3899.16,55.98,714.06,374.04,0.500651,0.38607,0.005543,0.070702,0.037035,25.1375,25.5361,3.3734,46,19178.0,estimativa_intercensitaria,2395.0,2901.0,419.0,516395.0,,,,,,,
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,3539103,-23.404447,-46.982529,5,2021,2021,2023,0,durante,1.06251,ruim,20,False,landsat,30,112216,rf_v1.0-tuned,4504.05,4314.51,67.77,909.09,304.02,0.44597,0.427203,0.00671,0.090014,0.030103,24.5238,25.8814,3.8346,46,19453.0,estimativa_intercensitaria,2507.0,3019.0,432.0,826672.0,,,,,,,
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,3539103,-23.404447,-46.982529,5,2022,2021,2023,1,durante,1.06251,ruim,20,False,landsat,30,112116,rf_v1.0-tuned,4324.14,4547.97,55.08,859.23,304.02,0.428538,0.450721,0.005459,0.085153,0.03013,24.0928,24.5183,3.1536,44,18370.0,censo,2965.0,3932.0,778.0,713385.0,,,,,,,
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,3539103,-23.404447,-46.982529,5,2023,2021,2023,2,durante,1.06251,ruim,20,False,landsat,30,112219,rf_v1.0-tuned,5173.56,3735.0,55.26,709.92,425.97,0.512248,0.369813,0.005471,0.070291,0.042176,24.1777,25.035,3.5555,46,,,3227.0,4193.0,780.0,693314.0,,,,,,,
ctrl-scala-tambore-p01,controle,scala-tambore,,0,Pirapora do Bom Jesus,SP,3539103,-23.404447,-46.982529,5,2024,2021,2023,3,pos,1.06251,ruim,20,False,landsat,30,112221,rf_v1.0-tuned,4897.89,3901.86,48.69,806.85,444.6,0.484945,0.386327,0.004821,0.079887,0.04402,24.1442,24.8505,3.0345,46,18836.0,estimativa_intercensitaria,3273.0,4218.0,804.0,,,,,,,,
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,3505708,-23.4948321,-46.8130769,5,2018,2021,2023,-3,pre,1.06251,ruim,20,False,landsat,30,111875,rf_v1.0-tuned,2209.23,1647.63,83.34,6042.87,85.68,0.219415,0.163638,0.008277,0.600161,0.008509,28.8024,29.451,4.1341,43,271306.0,estimativa_intercensitaria,263148.0,280439.0,13889.0,50562704.0,Sudeste,Mata Atlântica,1.0,21.0,0.0,,1.0
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,3505708,-23.4948321,-46.8130769,5,2019,2021,2023,-2,pre,1.06251,ruim,20,False,landsat,30,111889,rf_v1.0-tuned,2416.86,1584.9,79.38,5892.48,96.39,0.240006,0.157388,0.007883,0.585151,0.009572,29.3503,29.6159,4.8506,46,274182.0,estimativa_intercensitaria,278250.0,298498.0,16923.0,52744931.0,Sudeste,Mata Atlântica,1.0,21.0,0.0,,1.0
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,3505708,-23.4948321,-46.8130769,5,2020,2021,2023,-1,pre,1.06251,ruim,20,False,landsat,30,111875,rf_v1.0-tuned,2227.59,1592.28,103.14,6013.62,132.12,0.221238,0.158141,0.010244,0.597256,0.013122,28.9587,29.8535,5.2542,46,276982.0,estimativa_intercensitaria,286841.0,309916.0,18195.0,51600338.0,Sudeste,Mata Atlântica,1.0,21.0,0.0,,1.0
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,3505708,-23.4948321,-46.8130769,5,2021,2021,2023,0,durante,1.06251,ruim,20,False,landsat,30,111877,rf_v1.0-tuned,2098.98,1610.1,104.58,6169.05,86.22,0.208461,0.159908,0.010386,0.612682,0.008563,28.4793,29.6324,5.0248,46,279704.0,estimativa_intercensitaria,312802.0,337990.0,19885.0,58027667.0,Sudeste,Mata Atlântica,1.0,21.0,0.0,,1.0
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,3505708,-23.4948321,-46.8130769,5,2022,2021,2023,1,durante,1.06251,ruim,20,False,landsat,30,111624,rf_v1.0-tuned,2178.81,1545.75,95.67,6132.87,93.06,0.21688,0.153865,0.009523,0.610469,0.009263,27.5789,28.1128,4.5229,44,316473.0,censo,351261.0,397393.0,32866.0,69665769.0,Sudeste,Mata Atlântica,1.0,21.0,0.0,,1.0
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,3505708,-23.4948321,-46.8130769,5,2023,2021,2023,2,durante,1.06251,ruim,20,False,landsat,30,111578,rf_v1.0-tuned,2391.21,1471.5,74.7,6000.48,104.13,0.23812,0.146534,0.007439,0.597537,0.010369,28.1973,29.8524,4.7011,46,,,372191.0,423055.0,36329.0,71646710.0,Sudeste,Mata Atlântica,1.0,21.0,0.0,,1.0
scala-tambore,tratamento,scala-tambore,,0,Barueri,SP,3505708,-23.4948321,-46.8130769,5,2024,2021,2023,3,pos,1.06251,ruim,20,False,landsat,30,111856,rf_v1.0-tuned,2346.57,1454.94,81.9,6075.81,107.82,0.233094,0.144525,0.008135,0.603535,0.01071,27.482,28.2401,4.0124,46,330339.0,estimativa_intercensitaria,382619.0,439018.0,41015.0,,Sudeste,Mata Atlântica,1.0,21.0,0.0,,1.0
