slug,nome,regiao,operadora_link,operadora_nome,cidade,endereco,latitude,longitude,listingtype,capacitytype,url
takdoa-sao-paulo-sp2,TAKODA Sao Paulo - SP2,sao-paulo,takoda,TAKODA,São Paulo,"Av. Maria Coelho Aguiar, 215 - Jardim Sao Luis",-23.6487404,-46.7287951,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/takdoa-sao-paulo-sp2/
takoda-rio-de-janeiro-rj1,TAKODA Rio de Janeiro - RJ1,rio-de-janeiro,takoda,TAKODA,Rio de Janeiro,"Estrada dos Bandeirantes, 10916",-22.9846856,-43.4316007,Facility,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/takoda-rio-de-janeiro-rj1/
takoda-sumare-campus,TAKODA Sumaré Campus,sao-paulo,takoda,TAKODA,Sumaré,Est. M Luiz Fernandes Breda,-22.86322251584453,-47.28033038868878,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/takoda-sumare-campus/
takoda-sumare-sp3,TAKODA Sumaré - SP3,sao-paulo,takoda,TAKODA,Sumaré,Est. M Luiz Fernandes Breda,-22.86322251584453,-47.28033038868878,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/takoda-sumare-sp3/
takoda-sumare-sp4,TAKODA Sumaré - SP4,sao-paulo,takoda,TAKODA,Sumaré,Est. M Luiz Fernandes Breda,-22.86322251584453,-47.28033038868878,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/takoda-sumare-sp4/
takoda-sumare-sp5,TAKODA Sumaré - SP5,sao-paulo,takoda,TAKODA,Sumaré,Est. M Luiz Fernandes Breda,-22.86322251584453,-47.28033038868878,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/takoda-sumare-sp5/
teccloud-campo-bom,Teccloud Campo Bom,porto-alegre,teccloud-stefanini,Teccloud Stefanini,Campo Bom,"Av. dos Municípios, 5510 - Vila Santa Lucia",-29.67133054619021,-51.04449783146063,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/teccloud-campo-bom/
teccloud-porto-alegre,Teccloud Porto Alegre,porto-alegre,teccloud-stefanini,Teccloud Stefanini,Porto Alegre,"Rua 18 de Novembro, 273/502 - Navegantes",-29.9987344,-51.1937557,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/teccloud-porto-alegre/
tecto-so-paulo-1,Tecto São Paulo 1,sao-paulo,vtal,Tecto Data Centers,Santana de Parnaíba,Estr. Mun. Bela Vista - Alphaville,-23.4513504,-46.904908,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/tecto-so-paulo-1/
tecto-tpoa1,Tecto TPOA1,porto-alegre,vtal,Tecto Data Centers,Porto Alegre,"Av. Willy Eugênio Fleck, 505 - Rubem Berta",-29.9956142,-51.119042,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/tecto-tpoa1/
teleporto-rj,TELEPORTO RJ,rio-de-janeiro,unknown-company,Unknown Company,Rio de Janeiro,"Av. Pres. Vargas, 3131 - Centro",-22.9101249,-43.2043945,Multi-Tenant Building,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/teleporto-rj/
telium-data-center--poa,Telium Data Center - POA,porto-alegre,telium-networks,Telium Networks,Porto Alegre,"Av. Independência, 1299",-30.02869020222021,-51.20765321534026,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/telium-data-center--poa/
telium-data-center--spo,Telium Data Center - SPO,sao-paulo,telium-networks,Telium Networks,São Paulo,"Av. das Nações Unidas, 13797",-23.61994685255926,-46.69968078363942,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/telium-data-center--spo/
terranova-campinas,Terranova Campinas,campinas,terranova,TERRANOVA,Campinas,"Rod. Campinas-Mogi Mirim, Km 118 - 5 - Fazenda Pau D´Alho",-22.813370520936104,-47.03825864636827,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/terranova-campinas/
tether-angelica,Tether Angélica,campo-grande,tether-limited-inc,Tether Limited Inc.,Angélica,"Est. Angélica/BR 267, Km14 - S/N",-22.03958351176135,-53.84258222396632,Facility,Enterprise,https://www.datacentermap.com/brazil/campo-grande/tether-angelica/
tether-ivinhema,Tether Ivinhema,campo-grande,tether-limited-inc,Tether Limited Inc.,Ivinhema,Rod. Paulo Rodrigues Santos,-22.39820517765363,-53.89047238949252,Facility,Enterprise,https://www.datacentermap.com/brazil/campo-grande/tether-ivinhema/
tip-brasil-campinas,TIP Brasil Campinas,campinas,tip-brazil,TIP Brasil,Campinas,"R. Miguel Pascoal, 104 - Jardim do Trevo",-22.91722523225336,-47.06369711363217,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/tip-brasil-campinas/
to-host-data-centers,TO HOST Data Centers,palmas,to-host-data-centers,TO HOST Data Centers,Palmas,"Quadra ACSV SO 43, Av. LO 09, Lote 10, Sl 01",-10.2048941,-48.3529666,Facility,Colocation,https://www.datacentermap.com/brazil/palmas/to-host-data-centers/
tsdata,TSData Eugênio de Melo,sao-jose-dos-campos,tsdata,TSData,São José dos Campos,within Cidade Tecnológica,-23.1510828,-45.7828613,Facility,Colocation,https://www.datacentermap.com/brazil/sao-jose-dos-campos/tsdata/
tyna-host-data-center,Tyna Host Data Center,muriae,tyna-host-datacenter-no-brasil,Tyna Host Datacenter no Brasil,Muriaé,"R. Waldemar Vaz Pereira, 45",-21.12686855946254,-42.35765232351934,Facility,Colocation,https://www.datacentermap.com/brazil/muriae/tyna-host-data-center/
ultranet-telecom,Ultranet Telecom DC Cambuci,sao-paulo,ultranet-telecom,Ultranet Telecom,Cambuci,"Rua Simao Dias da Fonseca, 61",-23.5723918,-46.6220983,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/ultranet-telecom/
unifique-timb-dc1,Unifique Timbó DC1,blumenau,unifique,Unifique,Timbó,"R. Duque de Caxias, 831 - Centro",-26.819629,-49.2729353,Facility,Colocation,https://www.datacentermap.com/brazil/blumenau/unifique-timb-dc1/
upx-campinas,UPX Campinas Data Center,campinas,upx-technologies,UPX Technologies,Campinas,"Rua Guapuruvu, 200 - Lot. Alphaville",-22.8234811,-47.0358236,Facility,Colocation,https://www.datacentermap.com/brazil/campinas/upx-campinas/
valspe,VSP Solution Belo Horizonte,belo-horizonte,valspe-solucoes,VSP Solution,Belo Horizonte,"Av. Raja Gabáglia, 3348 - Estoril",-19.9636041,-43.9563523,Facility,Colocation,https://www.datacentermap.com/brazil/belo-horizonte/valspe/
viso-datacenter,VISÃO DATACENTER LTDA ,xaxim,viso-datacenter-ltda,VISÃO DATACENTER LTDA ,Xaxim,Av Giacomo Lunardi ,-26.9570441,-52.5312175,Facility,Colocation,https://www.datacentermap.com/brazil/xaxim/viso-datacenter/
vivo-tambore-1-data-center,Vivo Tamboré 1 Data Center,sao-paulo,gvt,Vivo,Santana de Parnaíba,"Av. Marcos Penteado de Ulhôa Rodrigues, 1690",-23.4682053921407,-46.85827621448955,Facility,Colocation,https://www.datacentermap.com/brazil/sao-paulo/vivo-tambore-1-data-center/
vix-datacenter,Vix DataCenter,vitoria,conectj-telecomunicaes,ConectJá Telecomunicações,Cariacica,"R. Sérgio Cardoso, 75 - Dom Bosco",-20.3353451,-40.3907822,Facility,Colocation,https://www.datacentermap.com/brazil/vitoria/vix-datacenter/
vtal-big-lobster,Tecto Big Lobster,fortaleza,vtal,Tecto Data Centers,Fortaleza,"R. Raimundo Esteves, 333 - Antonio Diogo",-3.735477458733797,-38.45801750928638,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/vtal-big-lobster/
vtal-mega-lobster,Tecto Mega Lobster,fortaleza,vtal,Tecto Data Centers,Fortaleza,Av. Dioguinho & R. Francisco Montenegro,-3.754739812813852,-38.44731951896043,Facility,Colocation,https://www.datacentermap.com/brazil/fortaleza/vtal-mega-lobster/
vtal-voa,Tecto V.OA,porto-alegre,vtal,Tecto Data Centers,Porto Alegre,"Rua Frederico Mentz, 1115",-29.99154555280535,-51.2015380880618,Facility,Colocation,https://www.datacentermap.com/brazil/porto-alegre/vtal-voa/
wise-data,NETWISE EMPRESAS,lagoa-da-prata,netwise,NETWISE EMPRESAS,Lagoa da Prata,"Rua Edson Rezende, 206",-20.0346344,-45.5247215,Facility,Colocation,https://www.datacentermap.com/brazil/lagoa-da-prata/wise-data/
yamna-porto-do-au,Yamna Porto do Açu,rio-de-janeiro,yamna,Yamna,São João da Barra,within Porto do Açu,-21.835768078438747,-41.044136664682156,Land,Colocation,https://www.datacentermap.com/brazil/rio-de-janeiro/yamna-porto-do-au/
