destino;site_id;ano;sensor;prop_vegetacao_densa;prop_vegetacao_rala;prop_solo_exposto_obras;prop_construida_urbana;prop_agua;pct_pixels_validos
candidato;ipxon-networks-maracanau_sim2_p1;2017;landsat;0.295204;0.638126;0.002735;0.060524;0.003411;55.7182
candidato;ipxon-networks-maracanau_sim2_p2;2015;landsat;0.122532;0.739311;0.010996;0.122007;0.005153;64.6966
candidato;ipxon-networks-maracanau_sim2_p2;2016;landsat;0.082247;0.724966;0.015169;0.171064;0.006555;59.4504
candidato;ipxon-networks-maracanau_sim2_p2;2017;landsat;0.278729;0.657987;0.002689;0.047555;0.01304;43.8645
candidato;ipxon-networks-maracanau_sim2_p3;2015;landsat;0.104408;0.697436;0.017083;0.175619;0.005454;32.2799
candidato;ipxon-networks-maracanau_sim2_p3;2016;landsat;0.144791;0.644018;0.018566;0.189337;0.003288;41.5908
candidato;ipxon-networks-maracanau_sim2_p3;2017;landsat;0.240822;0.637444;0.003604;0.106757;0.011374;15.8727
candidato;ipxon-networks-maracanau_sim2_p4;2015;landsat;0.064199;0.534677;0.016714;0.383318;0.001093;5.7217
candidato;ipxon-networks-maracanau_sim2_p4;2016;landsat;0.18088;0.669581;0.011327;0.135199;0.003013;48.0517
candidato;ipxon-networks-maracanau_sim2_p4;2017;landsat;0.132244;0.557429;0.002634;0.302424;0.005269;1.6963
candidato;ipxon-networks-maracanau_sim2_p5;2015;landsat;0.025293;0.724889;0.01207;0.236671;0.001076;23.2505
candidato;ipxon-networks-maracanau_sim2_p5;2016;landsat;0.153593;0.676135;0.010494;0.157179;0.002599;54.3364
candidato;ipxon-networks-maracanau_sim2_p5;2017;landsat;0.115012;0.580237;0.007317;0.294969;0.002466;10.8714
candidato;ipxon-networks-maracanau_sim2_p6;2015;landsat;0.142495;0.714731;0.004928;0.13469;0.003156;73.8544
candidato;ipxon-networks-maracanau_sim2_p6;2016;landsat;0.171417;0.645712;0.007397;0.173735;0.001739;58.7786
candidato;ipxon-networks-maracanau_sim2_p6;2017;landsat;0.289193;0.610441;0.002688;0.096345;0.001334;45.0231
candidato;ipxon-networks-osasco_sim1_p1;2015;landsat;0.144159;0.492386;0.008198;0.334985;0.020272;99.9982
candidato;ipxon-networks-osasco_sim1_p1;2016;landsat;0.216731;0.441663;0.004885;0.314693;0.022028;99.9563
candidato;ipxon-networks-osasco_sim1_p1;2017;landsat;0.182243;0.460151;0.004536;0.33475;0.018321;99.9991
candidato;ipxon-networks-osasco_sim1_p2;2015;landsat;0.139119;0.480776;0.010796;0.358459;0.01085;100.0
candidato;ipxon-networks-osasco_sim1_p2;2016;landsat;0.206115;0.43317;0.00774;0.340364;0.012611;99.9991
candidato;ipxon-networks-osasco_sim1_p2;2017;landsat;0.174046;0.449844;0.007311;0.358978;0.009822;100.0
candidato;ipxon-networks-osasco_sim1_p3;2015;landsat;0.120056;0.379935;0.015705;0.481758;0.002546;100.0
candidato;ipxon-networks-osasco_sim1_p3;2016;landsat;0.183624;0.342247;0.010264;0.460468;0.003397;99.9982
candidato;ipxon-networks-osasco_sim1_p3;2017;landsat;0.156836;0.347718;0.010327;0.482377;0.002743;100.0
candidato;ipxon-networks-osasco_sim1_p4;2015;landsat;0.255975;0.345143;0.014702;0.382402;0.001779;100.0
candidato;ipxon-networks-osasco_sim1_p4;2016;landsat;0.315026;0.304123;0.008714;0.369464;0.002672;99.9991
candidato;ipxon-networks-osasco_sim1_p4;2017;landsat;0.295746;0.307498;0.008696;0.386049;0.002011;100.0
candidato;ipxon-networks-osasco_sim1_p5;2015;landsat;0.324905;0.303062;0.014139;0.355087;0.002806;99.9982
candidato;ipxon-networks-osasco_sim1_p5;2016;landsat;0.376734;0.26739;0.008463;0.343552;0.00386;99.7918
candidato;ipxon-networks-osasco_sim1_p5;2017;landsat;0.356773;0.27151;0.008097;0.360554;0.003066;99.9991
candidato;ipxon-networks-osasco_sim1_p6;2015;landsat;0.089234;0.424286;0.016617;0.449234;0.02063;99.9866
candidato;ipxon-networks-osasco_sim1_p6;2016;landsat;0.146919;0.401178;0.010025;0.418932;0.022946;99.6729
candidato;ipxon-networks-osasco_sim1_p6;2017;landsat;0.117207;0.403813;0.010575;0.449395;0.019011;99.899
candidato;ipxon-networks-osasco_sim2_p1;2015;landsat;0.38399;0.077119;0.001631;0.340137;0.197122;99.9991
candidato;ipxon-networks-osasco_sim2_p1;2016;landsat;0.392934;0.089095;0.000666;0.322286;0.195018;99.6163
candidato;ipxon-networks-osasco_sim2_p1;2017;landsat;0.420028;0.064483;0.000852;0.319896;0.194741;99.9794
candidato;ipxon-networks-osasco_sim2_p2;2015;landsat;0.382459;0.08041;0.002395;0.366551;0.168185;99.9991
candidato;ipxon-networks-osasco_sim2_p2;2016;landsat;0.386334;0.091665;0.000887;0.35436;0.166755;99.7042
candidato;ipxon-networks-osasco_sim2_p2;2017;landsat;0.405045;0.072198;0.001341;0.353968;0.167448;99.9482
candidato;ipxon-networks-osasco_sim2_p3;2015;landsat;0.206728;0.065069;0.003607;0.418799;0.305797;99.6585
candidato;ipxon-networks-osasco_sim2_p3;2016;landsat;0.217059;0.072235;0.001965;0.407908;0.300832;98.979
candidato;ipxon-networks-osasco_sim2_p3;2017;landsat;0.219335;0.071688;0.002542;0.406484;0.299951;99.0964
candidato;ipxon-networks-osasco_sim2_p4;2015;landsat;0.091092;0.02739;0.002163;0.215524;0.663831;99.5853
candidato;ipxon-networks-osasco_sim2_p4;2016;landsat;0.099191;0.031168;0.00094;0.214611;0.65409;96.9774
candidato;ipxon-networks-osasco_sim2_p4;2017;landsat;0.098505;0.033442;0.001473;0.213027;0.653553;97.7067
candidato;ipxon-networks-osasco_sim2_p5;2015;landsat;0.107436;0.036901;0.001012;0.388078;0.466573;99.8087
candidato;ipxon-networks-osasco_sim2_p5;2016;landsat;0.126879;0.041672;0.000795;0.376929;0.453725;97.8622
candidato;ipxon-networks-osasco_sim2_p5;2017;landsat;0.128304;0.043411;0.00095;0.371954;0.455381;98.7604
candidato;ipxon-networks-osasco_sim2_p6;2015;landsat;0.210585;0.053946;0.000771;0.434974;0.299724;100.0
candidato;ipxon-networks-osasco_sim2_p6;2016;landsat;0.210329;0.081882;0.000774;0.41439;0.292625;99.5464
candidato;ipxon-networks-osasco_sim2_p6;2017;landsat;0.242236;0.055832;0.000762;0.408314;0.292856;99.9301
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p1;2015;landsat;0.159843;0.188047;0.013636;0.624524;0.01395;99.9866
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p1;2016;landsat;0.193606;0.177442;0.010093;0.603514;0.015346;99.6531
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p1;2017;landsat;0.186569;0.180626;0.008104;0.61267;0.01203;99.9955
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p2;2015;landsat;0.094154;0.134177;0.012423;0.748668;0.010578;99.9866
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p2;2016;landsat;0.115128;0.13301;0.009277;0.729987;0.012599;99.5108
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p2;2017;landsat;0.109339;0.135172;0.008154;0.738353;0.008982;99.9955
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p3;2015;landsat;0.024018;0.100507;0.012353;0.853101;0.01002;99.9848
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p3;2016;landsat;0.037677;0.10723;0.009053;0.834381;0.011658;99.5084
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p3;2017;landsat;0.03483;0.105975;0.008187;0.842472;0.008536;99.9955
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p4;2015;landsat;0.061119;0.184162;0.011941;0.733;0.009778;99.9911
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p4;2016;landsat;0.088443;0.182121;0.009755;0.709343;0.010338;99.6783
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p4;2017;landsat;0.082521;0.18189;0.008115;0.719357;0.008115;99.9964
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p5;2015;landsat;0.072262;0.191073;0.012745;0.71403;0.00989;99.8588
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p5;2016;landsat;0.103883;0.187133;0.00962;0.688117;0.011246;99.4968
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p5;2017;landsat;0.096779;0.189115;0.007759;0.697758;0.00859;99.9857
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p6;2015;landsat;0.088764;0.185691;0.013228;0.697326;0.014991;99.8606
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p6;2016;landsat;0.120419;0.179667;0.009578;0.674091;0.016245;99.4682
candidato;ipxon-networks-sao-joao-de-meriti_sim1_p6;2017;landsat;0.114128;0.180283;0.008027;0.684574;0.012988;99.9857
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p1;2015;landsat;0.295717;0.063789;0.000762;0.376546;0.263186;100.0
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p1;2016;landsat;0.290401;0.09388;0.000764;0.35763;0.257325;99.7625
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p1;2017;landsat;0.328775;0.06246;0.000744;0.350414;0.257607;99.9597
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p2;2015;landsat;0.153097;0.047654;0.000921;0.454804;0.343525;100.0
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p2;2016;landsat;0.156096;0.071239;0.000811;0.435263;0.336591;99.235
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p2;2017;landsat;0.179128;0.054229;0.000781;0.429528;0.336334;99.5925
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p3;2015;landsat;0.105927;0.038047;0.000984;0.445453;0.409589;99.8802
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p3;2016;landsat;0.124594;0.045905;0.000809;0.431343;0.397349;98.301
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p3;2017;landsat;0.127382;0.047817;0.000894;0.42636;0.397547;98.949
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p4;2015;landsat;0.191615;0.045939;0.001013;0.341962;0.419471;99.7069
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p4;2016;landsat;0.198252;0.061443;0.000855;0.331387;0.408063;98.2715
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p4;2017;landsat;0.203668;0.055595;0.001235;0.328208;0.411294;99.1554
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p5;2015;landsat;0.29279;0.059534;0.001021;0.411348;0.235307;99.7703
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p5;2016;landsat;0.282999;0.085919;0.000853;0.399745;0.230485;99.5272
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p5;2017;landsat;0.300381;0.068372;0.001415;0.398952;0.23088;99.7632
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p6;2015;landsat;0.369872;0.07056;0.000831;0.338556;0.220181;100.0
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p6;2016;landsat;0.347671;0.107033;0.000752;0.326478;0.218066;99.8588
candidato;ipxon-networks-sao-joao-de-meriti_sim2_p6;2017;landsat;0.385678;0.072914;0.001028;0.322557;0.217822;99.9339
candidato;netwise-empresas-lagoa-da-prata_sim1_p1;2018;landsat;0.371523;0.583786;0.001189;0.042903;0.000599;99.9911
candidato;netwise-empresas-lagoa-da-prata_sim1_p1;2019;landsat;0.315417;0.635937;0.001627;0.046278;0.000742;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p1;2020;landsat;0.308911;0.645563;0.001555;0.042953;0.001019;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p2;2018;landsat;0.401573;0.554818;0.001207;0.041723;0.000679;99.9911
candidato;netwise-empresas-lagoa-da-prata_sim1_p2;2019;landsat;0.357181;0.596184;0.001582;0.044231;0.000822;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p2;2020;landsat;0.348137;0.60816;0.001618;0.041085;0.001001;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p3;2018;landsat;0.468679;0.493185;0.001207;0.03634;0.00059;99.9991
candidato;netwise-empresas-lagoa-da-prata_sim1_p3;2019;landsat;0.42557;0.53297;0.001564;0.039119;0.000778;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p3;2020;landsat;0.411413;0.549093;0.001636;0.036867;0.000992;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p4;2018;landsat;0.448069;0.513035;0.001287;0.037171;0.000438;99.9991
candidato;netwise-empresas-lagoa-da-prata_sim1_p4;2019;landsat;0.396389;0.56047;0.00177;0.040772;0.000599;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p4;2020;landsat;0.369872;0.587979;0.001877;0.039146;0.001126;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p5;2018;landsat;0.367551;0.58491;0.001521;0.045481;0.000537;99.9044
candidato;netwise-empresas-lagoa-da-prata_sim1_p5;2019;landsat;0.309344;0.640005;0.002065;0.047863;0.000724;99.9929
candidato;netwise-empresas-lagoa-da-prata_sim1_p5;2020;landsat;0.287327;0.662267;0.002172;0.047234;0.001001;100.0
candidato;netwise-empresas-lagoa-da-prata_sim1_p6;2018;landsat;0.351057;0.597071;0.001485;0.049761;0.000626;99.8963
candidato;netwise-empresas-lagoa-da-prata_sim1_p6;2019;landsat;0.290699;0.653948;0.002172;0.052439;0.000742;99.9929
candidato;netwise-empresas-lagoa-da-prata_sim1_p6;2020;landsat;0.280374;0.665663;0.00219;0.050791;0.000983;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p1;2018;landsat;0.213022;0.641344;0.001761;0.131165;0.012709;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p1;2019;landsat;0.343838;0.529493;0.001394;0.114827;0.010448;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p1;2020;landsat;0.187157;0.65988;0.003369;0.139226;0.010367;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p2;2018;landsat;0.159996;0.68318;0.002208;0.138565;0.016051;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p2;2019;landsat;0.285575;0.580812;0.001662;0.118188;0.013764;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p2;2020;landsat;0.147645;0.692484;0.002583;0.143579;0.01371;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p3;2018;landsat;0.13407;0.705547;0.002156;0.142776;0.015451;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p3;2019;landsat;0.249338;0.615353;0.00164;0.119929;0.01374;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p3;2020;landsat;0.129116;0.706509;0.002825;0.148051;0.0135;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p4;2018;landsat;0.099906;0.733749;0.002477;0.145752;0.018115;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p4;2019;landsat;0.209748;0.648171;0.001916;0.123573;0.016592;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p4;2020;landsat;0.098303;0.725845;0.00376;0.155509;0.016583;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p5;2018;landsat;0.096997;0.752891;0.002279;0.133846;0.013987;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p5;2019;landsat;0.216221;0.654428;0.001859;0.114791;0.0127;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p5;2020;landsat;0.078121;0.763294;0.004701;0.141335;0.012548;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p6;2018;landsat;0.159371;0.697355;0.002261;0.128859;0.012155;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p6;2019;landsat;0.291322;0.58427;0.001761;0.112584;0.010063;100.0
candidato;netwise-empresas-lagoa-da-prata_sim2_p6;2020;landsat;0.127473;0.720565;0.004495;0.137439;0.010028;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p1;2014;landsat;0.135629;0.528303;0.011464;0.291617;0.032988;99.865
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p1;2015;landsat;0.08863;0.559292;0.013256;0.309869;0.028953;99.9821
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p1;2016;landsat;0.158091;0.495388;0.013736;0.303243;0.029541;99.8087
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p2;2014;landsat;0.074089;0.448521;0.010608;0.459345;0.007438;99.7938
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p2;2015;landsat;0.064887;0.456933;0.010256;0.46155;0.006374;99.9928
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p2;2016;landsat;0.076986;0.442914;0.010255;0.463523;0.006322;99.8225
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p3;2014;landsat;0.2318;0.58634;0.004097;0.172797;0.004966;99.9973
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p3;2015;landsat;0.176978;0.641032;0.003648;0.173751;0.00459;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p3;2016;landsat;0.190133;0.625774;0.003778;0.175612;0.004703;99.8799
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p4;2014;landsat;0.297679;0.560672;0.002941;0.122105;0.016603;99.9883
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p4;2015;landsat;0.242201;0.615189;0.0026;0.12452;0.01549;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p4;2016;landsat;0.297669;0.559292;0.003371;0.123792;0.015876;99.9946
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p5;2014;landsat;0.170685;0.59499;0.005846;0.210413;0.018066;99.9794
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p5;2015;landsat;0.11907;0.623436;0.005154;0.235622;0.016718;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p5;2016;landsat;0.241318;0.530686;0.006508;0.203801;0.017687;99.9946
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p6;2014;landsat;0.146687;0.607043;0.00936;0.208713;0.028197;99.9705
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p6;2015;landsat;0.089762;0.630879;0.010717;0.243309;0.025332;99.9857
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim1_p6;2016;landsat;0.203189;0.554133;0.011995;0.204878;0.025804;99.992
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p1;2014;landsat;0.071634;0.480248;0.007114;0.391767;0.049237;99.9982
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p1;2015;landsat;0.067003;0.482018;0.016016;0.380088;0.054875;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p1;2016;landsat;0.062392;0.470569;0.010072;0.385209;0.071758;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p2;2014;landsat;0.047878;0.626618;0.008732;0.313224;0.003548;99.9982
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p2;2015;landsat;0.062079;0.626642;0.007597;0.300465;0.003217;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p2;2016;landsat;0.048047;0.63221;0.006158;0.30942;0.004165;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p3;2014;landsat;0.173367;0.636762;0.005011;0.183273;0.001587;99.9991
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p3;2015;landsat;0.191671;0.621535;0.003595;0.181532;0.001667;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p3;2016;landsat;0.172093;0.638639;0.003962;0.18198;0.003326;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p4;2014;landsat;0.194924;0.576182;0.005559;0.221307;0.002029;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p4;2015;landsat;0.196033;0.575433;0.004231;0.222227;0.002075;99.9035
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p4;2016;landsat;0.18126;0.581026;0.004867;0.229725;0.003122;99.8954
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p5;2014;landsat;0.089058;0.487504;0.011124;0.399566;0.012747;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p5;2015;landsat;0.072904;0.492831;0.010328;0.410676;0.013262;99.9032
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p5;2016;landsat;0.072309;0.471873;0.009682;0.431895;0.014241;99.8951
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p6;2014;landsat;0.066208;0.47317;0.008249;0.37569;0.076682;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p6;2015;landsat;0.047761;0.484181;0.006265;0.390124;0.071669;100.0
candidato;odata,-an-aligned-data-centers-company-hortolandia_sim2_p6;2016;landsat;0.047377;0.474537;0.006632;0.397971;0.073483;100.0
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p1;2017;landsat;0.141025;0.174976;0.008403;0.663619;0.011976;99.9964
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p1;2018;landsat;0.153779;0.178663;0.008378;0.648111;0.01107;99.9777
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p1;2019;landsat;0.169875;0.171612;0.009125;0.637226;0.012163;99.9991
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p2;2017;landsat;0.091344;0.1411;0.008169;0.7496;0.009787;99.9955
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p2;2018;landsat;0.102673;0.146201;0.007947;0.734239;0.00894;99.9732
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p2;2019;landsat;0.113988;0.143401;0.008678;0.723976;0.009956;99.9991
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p3;2017;landsat;0.048164;0.118428;0.008519;0.815149;0.00974;99.9955
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p3;2018;landsat;0.05773;0.126485;0.008164;0.798672;0.008949;99.9733
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p3;2019;landsat;0.066643;0.125704;0.008768;0.789296;0.009588;99.9991
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p4;2017;landsat;0.073159;0.158204;0.00805;0.751488;0.009099;99.9964
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p4;2018;landsat;0.084738;0.163827;0.007818;0.735018;0.008598;99.9785
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p4;2019;landsat;0.097853;0.161481;0.008767;0.722944;0.008955;99.9991
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p5;2017;landsat;0.080779;0.172944;0.007937;0.728786;0.009554;99.9964
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p5;2018;landsat;0.092434;0.178806;0.008519;0.711248;0.008993;99.9768
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p5;2019;landsat;0.107821;0.175102;0.008392;0.699434;0.00925;99.9991
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p6;2017;landsat;0.097909;0.175981;0.007835;0.706899;0.011376;99.9964
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p6;2018;landsat;0.110481;0.17988;0.008437;0.69055;0.010652;99.9767
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim1_p6;2019;landsat;0.127793;0.173851;0.008579;0.67849;0.011286;99.9991
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p1;2017;landsat;0.310649;0.067338;0.00085;0.34434;0.276823;99.9008
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p1;2018;landsat;0.325212;0.057538;0.000807;0.347567;0.268876;99.6291
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p1;2019;landsat;0.330619;0.056387;0.001091;0.340693;0.27121;99.9812
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p2;2017;landsat;0.197221;0.058215;0.000799;0.409765;0.334001;99.5603
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p2;2018;landsat;0.204128;0.052331;0.000855;0.412722;0.329963;99.2779
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p2;2019;landsat;0.206899;0.056505;0.000868;0.402452;0.333277;99.8838
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p3;2017;landsat;0.156133;0.051556;0.000849;0.433027;0.358435;99.1932
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p3;2018;landsat;0.160695;0.047443;0.000827;0.436732;0.354303;98.5917
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p3;2019;landsat;0.162132;0.052175;0.000901;0.425153;0.359639;99.4595
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p4;2017;landsat;0.214979;0.062442;0.001286;0.361258;0.360035;99.3762
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p4;2018;landsat;0.228529;0.051335;0.000978;0.363846;0.355312;98.6621
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p4;2019;landsat;0.234376;0.05101;0.001108;0.356199;0.357307;99.2019
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p5;2017;landsat;0.288255;0.068794;0.001052;0.393721;0.248178;99.7338
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p5;2018;landsat;0.3085;0.053479;0.000776;0.393299;0.243946;99.3985
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p5;2019;landsat;0.315653;0.05039;0.001231;0.387464;0.245263;99.7642
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p6;2017;landsat;0.347054;0.07445;0.000958;0.332474;0.245064;99.8534
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p6;2018;landsat;0.36989;0.057166;0.000798;0.331684;0.240462;99.6979
candidato;odata,-an-aligned-data-centers-company-sao-joao-de-meriti_sim2_p6;2019;landsat;0.37752;0.053676;0.001135;0.326865;0.240804;99.9866
candidato;quantico-data-center-canoas_sim1_p1;2015;landsat;0.199435;0.515918;0.003298;0.280768;0.000581;99.9964
candidato;quantico-data-center-canoas_sim1_p1;2016;landsat;0.173654;0.468482;0.010296;0.346728;0.00084;99.9991
candidato;quantico-data-center-canoas_sim1_p1;2017;landsat;0.166434;0.532515;0.003414;0.29711;0.000527;99.9982
candidato;quantico-data-center-canoas_sim1_p2;2015;landsat;0.227966;0.478786;0.002619;0.289806;0.000822;99.9955
candidato;quantico-data-center-canoas_sim1_p2;2016;landsat;0.17125;0.493427;0.006042;0.328459;0.000822;99.9991
candidato;quantico-data-center-canoas_sim1_p2;2017;landsat;0.14567;0.531039;0.003164;0.31951;0.000617;100.0
candidato;quantico-data-center-canoas_sim1_p3;2015;landsat;0.194411;0.488647;0.005757;0.310286;0.0009;99.992
candidato;quantico-data-center-canoas_sim1_p3;2016;landsat;0.177041;0.464787;0.004768;0.352451;0.000954;99.9929
candidato;quantico-data-center-canoas_sim1_p3;2017;landsat;0.105182;0.536458;0.008225;0.349058;0.001078;100.0
candidato;quantico-data-center-canoas_sim1_p4;2015;landsat;0.201228;0.509485;0.008507;0.268445;0.012335;99.9946
candidato;quantico-data-center-canoas_sim1_p4;2016;landsat;0.232104;0.45294;0.007163;0.29327;0.014523;99.9937
