par,horizonte,variavel,efeito_liquido
scala-tambore,-2,emprego_formal_total,-8679.0
scala-tambore,-2,pib_mil_reais,1135162.0
scala-tambore,-2,numero_empresas,-1285.0
scala-tambore,-1,prop_vegetacao_densa,0.0
scala-tambore,-1,prop_vegetacao_rala,0.0
scala-tambore,-1,prop_solo_exposto_obras,0.0
scala-tambore,-1,prop_construida_urbana,0.0
scala-tambore,-1,prop_agua,0.0
scala-tambore,-1,lst_media_celsius,0.0
scala-tambore,-1,populacao,0.0
scala-tambore,-1,emprego_formal_total,0.0
scala-tambore,-1,pib_mil_reais,0.0
scala-tambore,-1,numero_empresas,0.0
scala-tambore,0,prop_vegetacao_densa,0.041904
scala-tambore,0,prop_vegetacao_rala,-0.039365999999999984
scala-tambore,0,prop_solo_exposto_obras,-0.0010249999999999999
scala-tambore,0,prop_construida_urbana,-0.003886000000000056
scala-tambore,0,prop_agua,0.0023729999999999966
scala-tambore,0,lst_media_celsius,0.1342999999999961
scala-tambore,0,populacao,2447.0
scala-tambore,0,emprego_formal_total,25849.0
scala-tambore,0,pib_mil_reais,6117052.0
scala-tambore,0,numero_empresas,1677.0
scala-tambore,1,prop_vegetacao_densa,0.06775499999999998
scala-tambore,1,prop_vegetacao_rala,-0.06892699999999996
scala-tambore,1,prop_solo_exposto_obras,-0.0006369999999999995
scala-tambore,1,prop_construida_urbana,-0.0012379999999999752
scala-tambore,1,prop_agua,0.0030459999999999984
scala-tambore,1,lst_media_celsius,-0.3351000000000006
scala-tambore,1,populacao,40299.0
scala-tambore,1,emprego_formal_total,63850.0
scala-tambore,1,pib_mil_reais,17868441.0
scala-tambore,1,numero_empresas,14312.0
scala-tambore,2,prop_vegetacao_densa,0.005284999999999929
scala-tambore,2,prop_vegetacao_rala,0.004650000000000015
scala-tambore,2,prop_solo_exposto_obras,-0.0027329999999999993
scala-tambore,2,prop_construida_urbana,0.0006919999999999704
scala-tambore,2,prop_agua,-0.007894
scala-tambore,2,lst_media_celsius,0.1983999999999959
scala-tambore,2,populacao,
scala-tambore,2,emprego_formal_total,84518.0
scala-tambore,2,pib_mil_reais,19869453.0
scala-tambore,2,numero_empresas,17773.0
scala-tambore,3,prop_vegetacao_densa,0.027561999999999948
scala-tambore,3,prop_vegetacao_rala,-0.013872999999999969
scala-tambore,3,prop_solo_exposto_obras,-0.0013869999999999993
scala-tambore,3,prop_construida_urbana,-0.002905999999999964
scala-tambore,3,prop_agua,-0.009396999999999997
scala-tambore,3,lst_media_celsius,-0.48340000000000316
scala-tambore,3,populacao,53699.0
scala-tambore,3,emprego_formal_total,94900.0
scala-tambore,3,pib_mil_reais,
scala-tambore,3,numero_empresas,22435.0
